date,daily_total,dow,week_weekend,device,temp,prcp
2017-08-04,15859,Fri,Weekday,Accupedo,19.4,1
2017-08-05,17761,Sat,Weekend,Accupedo,15.8,0
2017-08-06,11841,Sun,Weekend,Accupedo,16.1,13.7
2017-08-07,18902,Mon,Weekday,Accupedo,17.6,0
2017-08-08,12908,Tue,Weekday,Accupedo,15.5,0
2017-08-09,16702,Wed,Weekday,Accupedo,16.8,6.6
2017-08-10,10538,Thu,Weekday,Accupedo,14.7,0
2017-08-11,15028,Fri,Weekday,Accupedo,16.9,6.9
2017-08-12,19482,Sat,Weekend,Accupedo,16.3,0
2017-08-13,16502,Sun,Weekend,Accupedo,17.1,1.8
2017-08-14,13637,Mon,Weekday,Accupedo,19.3,0
2017-08-15,22952,Tue,Weekday,Accupedo,18.2,0
2017-08-16,15211,Wed,Weekday,Accupedo,18.1,3.8
2017-08-17,16168,Thu,Weekday,Accupedo,18.2,0
2017-08-18,11410,Fri,Weekday,Accupedo,17.3,1.5
2017-08-19,7443,Sat,Weekend,Accupedo,15.2,19
2017-08-20,14908,Sun,Weekend,Accupedo,15.6,6.6
2017-08-21,20433,Mon,Weekday,Accupedo,16.7,0
2017-08-22,15562,Tue,Weekday,Accupedo,19.5,0
2017-08-23,12808,Wed,Weekday,Accupedo,21.1,0
2017-08-24,15436,Thu,Weekday,Accupedo,18,0
2017-08-25,16501,Fri,Weekday,Accupedo,18.7,0
2017-08-26,16736,Sat,Weekend,Accupedo,20.3,0
2017-08-27,12347,Sun,Weekend,Accupedo,19.7,0
2017-08-28,17640,Mon,Weekday,Accupedo,20.9,0
2017-08-29,15542,Tue,Weekday,Accupedo,23.7,0
2017-08-30,16015,Wed,Weekday,Accupedo,19.5,0
2017-08-31,18432,Thu,Weekday,Accupedo,15.2,19.3
2017-09-01,14598,Fri,Weekday,Accupedo,13.8,3.3
2017-09-02,20809,Sat,Weekend,Accupedo,14.5,0
2017-09-03,7529,Sun,Weekend,Accupedo,14.3,0.3
2017-09-04,18723,Mon,Weekday,Accupedo,15.4,0
2017-09-05,17066,Tue,Weekday,Accupedo,18.9,0
2017-09-06,18985,Wed,Weekday,Accupedo,16.3,0.5
2017-09-07,17027,Thu,Weekday,Accupedo,15.1,1.5
2017-09-08,17851,Fri,Weekday,Accupedo,15.2,0
2017-09-09,17961,Sat,Weekend,Accupedo,13.4,4.1
2017-09-10,15353,Sun,Weekend,Accupedo,13.2,13
2017-09-11,16068,Mon,Weekday,Accupedo,13.9,0.3
2017-09-12,17677,Tue,Weekday,Accupedo,14.2,2.3
2017-09-13,19335,Wed,Weekday,Accupedo,14.7,1
2017-09-14,23657,Thu,Weekday,Accupedo,11.6,2.8
2017-09-15,15289,Fri,Weekday,Accupedo,11.3,2.8
2017-09-16,28144,Sat,Weekend,Accupedo,10.9,4.8
2017-09-17,14249,Sun,Weekend,Accupedo,11.3,2.5
2017-09-18,13438,Mon,Weekday,Accupedo,11.4,3.8
2017-09-19,16337,Tue,Weekday,Accupedo,12.8,17.3
2017-09-20,18929,Wed,Weekday,Accupedo,12.9,0
2017-09-21,17676,Thu,Weekday,Accupedo,13.4,0
2017-09-22,22265,Fri,Weekday,Accupedo,13.1,0
2017-09-23,17656,Sat,Weekend,Accupedo,11.5,0.3
2017-09-24,20667,Sun,Weekend,Accupedo,13.4,0
2017-09-25,17534,Mon,Weekday,Accupedo,13.7,0
2017-09-26,12898,Tue,Weekday,Accupedo,13.1,0
2017-09-27,15162,Wed,Weekday,Accupedo,14.8,0
2017-09-28,22047,Thu,Weekday,Accupedo,16.6,0
2017-09-29,17635,Fri,Weekday,Accupedo,17.9,5.6
2017-09-30,22959,Sat,Weekend,Accupedo,13.6,6.6
2017-10-01,19115,Sun,Weekend,Accupedo,13.8,0.5
2017-10-02,22466,Mon,Weekday,Accupedo,15.6,0
2017-10-03,16104,Tue,Weekday,Accupedo,12.4,5.1
2017-10-04,16678,Wed,Weekday,Accupedo,12.2,0
2017-10-05,18961,Thu,Weekday,Accupedo,12.4,0
2017-10-06,23579,Fri,Weekday,Accupedo,10.7,2.3
2017-10-07,27856,Sat,Weekend,Accupedo,10.6,0
2017-10-08,13871,Sun,Weekend,Accupedo,12.2,2.3
2017-10-09,27209,Mon,Weekday,Accupedo,12.8,1.8
2017-10-10,24288,Tue,Weekday,Accupedo,14.2,0
2017-10-11,24078,Wed,Weekday,Accupedo,14.3,0.5
2017-10-12,24514,Thu,Weekday,Accupedo,13.7,0
2017-10-13,16481,Fri,Weekday,Accupedo,15.6,0
2017-10-14,16464,Sat,Weekend,Accupedo,15.7,0
2017-10-15,4235,Sun,Weekend,Accupedo,16.7,0
2017-10-16,28590,Mon,Weekday,Accupedo,19.1,0
2017-10-17,17125,Tue,Weekday,Accupedo,14.4,0.3
2017-10-18,31033,Wed,Weekday,Accupedo,14.3,0
2017-10-19,21350,Thu,Weekday,Accupedo,16.1,0
2017-10-20,20266,Fri,Weekday,Accupedo,13.4,0
2017-10-21,22025,Sat,Weekend,Accupedo,13.2,4.3
2017-10-22,6364,Sun,Weekend,Accupedo,10.2,1.3
2017-10-23,19079,Mon,Weekday,Accupedo,11.6,6.6
2017-10-24,15680,Tue,Weekday,Accupedo,15.1,0.3
2017-10-25,19273,Wed,Weekday,Accupedo,15.1,0
2017-10-26,8904,Thu,Weekday,Accupedo,14.1,0
2017-10-27,8735,Fri,Weekday,Accupedo,11.6,1.8
2017-10-28,11806,Sat,Weekend,Accupedo,10.6,0.3
2017-10-29,12677,Sun,Weekend,Accupedo,10.6,0
2017-10-30,11493,Mon,Weekday,Accupedo,7.7,4.1
2017-10-31,8053,Tue,Weekday,Accupedo,8.8,0
2017-11-01,12744,Wed,Weekday,Accupedo,9.8,0
2017-11-02,13656,Thu,Weekday,Accupedo,9.1,0
2017-11-03,10161,Fri,Weekday,Accupedo,9.2,0
2017-11-04,10860,Sat,Weekend,Accupedo,10.6,0
2017-11-05,22688,Sun,Weekend,Accupedo,7.3,1.3
2017-11-06,18475,Mon,Weekday,Accupedo,5.3,2.3
2017-11-07,26732,Tue,Weekday,Accupedo,2.9,0
2017-11-08,17416,Wed,Weekday,Accupedo,4.8,0
2017-11-09,23967,Thu,Weekday,Accupedo,7.4,0.8
2017-11-10,17386,Fri,Weekday,Accupedo,8.5,0
2017-11-11,19915,Sat,Weekend,Accupedo,6.7,0.8
2017-11-12,10059,Sun,Weekend,Accupedo,5.6,1.8
2017-11-13,18475,Mon,Weekday,Accupedo,5.8,9.4
2017-11-14,23726,Tue,Weekday,Accupedo,6.2,1.5
2017-11-15,34491,Wed,Weekday,Accupedo,8.3,0
2017-11-16,16734,Thu,Weekday,Accupedo,8.8,0
2017-11-17,37420,Fri,Weekday,Accupedo,6.5,0
2017-11-18,35146,Sat,Weekend,Accupedo,5.1,0
2017-11-19,21770,Sun,Weekend,Accupedo,5.1,0.5
2017-11-20,12335,Mon,Weekday,Accupedo,6.3,0.8
2017-11-21,18841,Tue,Weekday,Accupedo,10.1,4.1
2017-11-22,7246,Wed,Weekday,Accupedo,10.8,3.3
2017-11-23,15385,Thu,Weekday,Accupedo,12,0
2017-11-24,16632,Fri,Weekday,Accupedo,7.4,2
2017-11-25,16809,Sat,Weekend,Accupedo,4.1,20.8
2017-11-26,13721,Sun,Weekend,Accupedo,3.9,1.8
2017-11-27,9224,Mon,Weekday,Accupedo,6,0.3
2017-11-28,12412,Tue,Weekday,Accupedo,4.7,13.5
2017-11-29,13417,Wed,Weekday,Accupedo,2.7,2
2017-11-30,13593,Thu,Weekday,Accupedo,1.6,0
2017-12-01,13387,Fri,Weekday,Accupedo,0.8,9.4
2017-12-02,17369,Sat,Weekend,Accupedo,-1.1,0
2017-12-03,9301,Sun,Weekend,Accupedo,1.2,0
2017-12-04,12134,Mon,Weekday,Accupedo,5.3,2.3
2017-12-05,14148,Tue,Weekday,Accupedo,5.7,0.3
2017-12-06,12285,Wed,Weekday,Accupedo,6.8,0
2017-12-07,14182,Thu,Weekday,Accupedo,5.3,0
2017-12-08,17734,Fri,Weekday,Accupedo,2.8,5.6
2017-12-09,29046,Sat,Weekend,Accupedo,0.8,0.5
2017-12-10,10798,Sun,Weekend,Accupedo,2.9,0
2017-12-11,14598,Mon,Weekday,Accupedo,0.8,14
2017-12-12,18096,Tue,Weekday,Accupedo,1.1,18.8
2017-12-13,11319,Wed,Weekday,Accupedo,4.8,4.1
2017-12-14,21383,Thu,Weekday,Accupedo,3.4,14.7
2017-12-15,17162,Fri,Weekday,Accupedo,3.2,5.6
2017-12-16,24840,Sat,Weekend,Accupedo,2.7,0.3
2017-12-17,12351,Sun,Weekend,Accupedo,2.3,1.5
2017-12-18,19725,Mon,Weekday,Accupedo,6.1,3
2017-12-19,15517,Tue,Weekday,Accupedo,4.6,1.3
2017-12-20,14110,Wed,Weekday,Accupedo,7.1,0
2017-12-21,12934,Thu,Weekday,Accupedo,8.7,0.8
2017-12-22,11234,Fri,Weekday,Accupedo,9.2,4.1
2017-12-23,13660,Sat,Weekend,Accupedo,9.1,1
2017-12-24,4618,Sun,Weekend,Accupedo,8.7,0.8
2017-12-25,742,Mon,Weekday,Accupedo,6.4,0.8
2017-12-26,1768,Tue,Weekday,Accupedo,5.6,0.5
2017-12-27,4474,Wed,Weekday,Accupedo,5.1,2.8
2017-12-28,3709,Thu,Weekday,Accupedo,2.6,3.6
2017-12-29,2208,Fri,Weekday,Accupedo,2.6,2
2017-12-30,9974,Sat,Weekend,Accupedo,9.8,3.3
2017-12-31,10500,Sun,Weekend,Accupedo,11.6,3
2018-01-01,6737,Mon,Weekday,Accupedo,6.2,15
2018-01-02,13648,Tue,Weekday,Accupedo,6.6,6.1
2018-01-03,11844,Wed,Weekday,Accupedo,9.2,2.3
2018-01-04,16037,Thu,Weekday,Accupedo,8.6,10.4
2018-01-05,14780,Fri,Weekday,Accupedo,7.7,5.1
2018-01-06,16876,Sat,Weekend,Accupedo,4.9,3.8
2018-01-07,6022,Sun,Weekend,Accupedo,2.9,1.5
2018-01-08,12317,Mon,Weekday,Accupedo,2.7,0
2018-01-09,16152,Tue,Weekday,Accupedo,3.1,0
2018-01-10,20801,Wed,Weekday,Accupedo,6.9,1.8
2018-01-11,15235,Thu,Weekday,Accupedo,5.8,0
2018-01-12,17837,Fri,Weekday,Accupedo,5.9,0
2018-01-13,22608,Sat,Weekend,Accupedo,2.7,0
2018-01-14,2086,Sun,Weekend,Accupedo,2.6,0
2018-01-15,19095,Mon,Weekday,Accupedo,5.5,0
2018-01-16,14270,Tue,Weekday,Accupedo,6.2,7.9
2018-01-17,10293,Wed,Weekday,Accupedo,4.2,0
2018-01-18,16459,Thu,Weekday,Accupedo,6.3,1.5
2018-01-19,17960,Fri,Weekday,Accupedo,3.6,7.1
2018-01-20,16887,Sat,Weekend,Accupedo,1.9,1
2018-01-21,8918,Sun,Weekend,Accupedo,2.7,6.9
2018-01-22,16560,Mon,Weekday,Accupedo,7.6,5.3
2018-01-23,18983,Tue,Weekday,Accupedo,8.6,1
2018-01-24,11798,Wed,Weekday,Accupedo,11.9,0
2018-01-25,15238,Thu,Weekday,Accupedo,8,1
2018-01-26,19447,Fri,Weekday,Accupedo,5.8,0
2018-01-27,13687,Sat,Weekend,Accupedo,5,0
2018-01-28,12059,Sun,Weekend,Accupedo,8.8,0.8
2018-01-29,17365,Mon,Weekday,Accupedo,9.3,0.3
2018-01-30,23388,Tue,Weekday,Accupedo,5.3,1.3
2018-01-31,16220,Wed,Weekday,Accupedo,7.6,0
2018-02-01,14483,Thu,Weekday,Accupedo,3.2,10.7
2018-02-02,22556,Fri,Weekday,Accupedo,3.6,0.3
2018-02-03,25674,Sat,Weekend,Accupedo,2.4,8.6
2018-02-04,9846,Sun,Weekend,Accupedo,0.6,5.3
2018-02-05,15756,Mon,Weekday,Accupedo,-0.4,0.3
2018-02-06,13138,Tue,Weekday,Accupedo,-1.4,0
2018-02-07,16596,Wed,Weekday,Accupedo,-1.8,0
2018-02-08,20534,Thu,Weekday,Accupedo,-0.8,0
2018-02-09,14164,Fri,Weekday,Accupedo,-0.4,0
2018-02-10,17716,Sat,Weekend,Accupedo,2.9,1
2018-02-11,16090,Sun,Weekend,Accupedo,4.1,0.8
2018-02-12,15060,Mon,Weekday,Accupedo,2.2,3
2018-02-13,21062,Tue,Weekday,Accupedo,1.8,0
2018-02-14,14911,Wed,Weekday,Accupedo,1.8,0
2018-02-15,17840,Thu,Weekday,Accupedo,5.4,0.5
2018-02-16,17589,Fri,Weekday,Accupedo,3.9,3.3
2018-02-17,13402,Sat,Weekend,Accupedo,2.4,0
2018-02-18,21263,Sun,Weekend,Accupedo,1.8,0
2018-02-19,15266,Mon,Weekday,Accupedo,1.8,0
2018-02-20,16721,Tue,Weekday,Accupedo,1.7,0.5
2018-02-21,16308,Wed,Weekday,Accupedo,-0.4,0
2018-02-22,13979,Thu,Weekday,Accupedo,-0.2,0
2018-02-23,16899,Fri,Weekday,Accupedo,-0.9,0
2018-02-24,8174,Sat,Weekend,Accupedo,-0.4,0
2018-02-25,18855,Sun,Weekend,Accupedo,-2.1,0
2018-02-26,9971,Mon,Weekday,Accupedo,-3.9,0
2018-02-27,18299,Tue,Weekday,Accupedo,-4.7,0
2018-02-28,12699,Wed,Weekday,Accupedo,-5.9,0
2018-03-01,19785,Thu,Weekday,Accupedo,-2.9,0
2018-03-02,11717,Fri,Weekday,Accupedo,-2.6,0
2018-03-03,16237,Sat,Weekend,Accupedo,0.4,4.3
2018-03-04,17190,Sun,Weekend,Accupedo,5.6,0
2018-03-05,15684,Mon,Weekday,Accupedo,6.7,2.8
2018-03-06,16251,Tue,Weekday,Accupedo,6.6,0
2018-03-07,13659,Wed,Weekday,Accupedo,5.3,0
2018-03-08,22306,Thu,Weekday,Accupedo,5.2,6.3
2018-03-09,17172,Fri,Weekday,Accupedo,6.7,5.3
2018-03-10,17110,Sat,Weekend,Accupedo,11.6,2
2018-03-11,21441,Sun,Weekend,Accupedo,11.8,0.5
2018-03-12,12925,Mon,Weekday,Accupedo,10,3.6
2018-03-13,16538,Tue,Weekday,Accupedo,6,1
2018-03-14,12001,Wed,Weekday,Accupedo,7.9,2.8
2018-03-15,17628,Thu,Weekday,Accupedo,7.1,0
2018-03-16,16187,Fri,Weekday,Accupedo,7.5,6.9
2018-03-17,13057,Sat,Weekend,Accupedo,-1.2,0.3
2018-03-18,7954,Sun,Weekend,Accupedo,-1.2,0
2018-03-19,18835,Mon,Weekday,Accupedo,-0.8,0
2018-03-20,15562,Tue,Weekday,Fitbit,2.4,0
2018-03-21,15305,Wed,Weekday,Fitbit,3,0.3
2018-03-22,16109,Thu,Weekday,Fitbit,5.2,0
2018-03-23,16408,Fri,Weekday,Fitbit,5.7,5.8
2018-03-24,30425,Sat,Weekend,Fitbit,7.6,0
2018-03-25,15787,Sun,Weekend,Fitbit,7.1,0
2018-03-26,16614,Mon,Weekday,Fitbit,6.1,0
2018-03-27,15352,Tue,Weekday,Fitbit,6,0
2018-03-28,12491,Wed,Weekday,Fitbit,6.8,4.8
2018-03-29,21643,Thu,Weekday,Fitbit,7.1,7.9
2018-03-30,25605,Fri,Weekday,Fitbit,8,0.3
2018-03-31,19083,Sat,Weekend,Fitbit,7.1,5.3
2018-04-01,10996,Sun,Weekend,Fitbit,5.9,2.8
2018-04-02,13490,Mon,Weekday,Fitbit,9.3,0.5
2018-04-03,16473,Tue,Weekday,Fitbit,12,1
2018-04-04,18420,Wed,Weekday,Fitbit,10.4,1
2018-04-05,14205,Thu,Weekday,Fitbit,6.9,3.3
2018-04-06,34674,Fri,Weekday,Fitbit,9.3,0.8
2018-04-07,17078,Sat,Weekend,Fitbit,14.4,0
2018-04-08,15138,Sun,Weekend,Fitbit,15.9,0
2018-04-09,17263,Mon,Weekday,Fitbit,13.4,0
2018-04-10,15599,Tue,Weekday,Fitbit,13.8,0
2018-04-11,15526,Wed,Weekday,Fitbit,10.4,1.5
2018-04-12,16368,Thu,Weekday,Fitbit,9.7,0
2018-04-13,14350,Fri,Weekday,Fitbit,10.8,0
2018-04-14,15522,Sat,Weekend,Fitbit,11.9,0
2018-04-15,16159,Sun,Weekend,Fitbit,13.7,7.1
2018-04-16,17050,Mon,Weekday,Fitbit,12.1,0.5
2018-04-17,15161,Tue,Weekday,Fitbit,14.1,0
2018-04-18,15761,Wed,Weekday,Fitbit,17.9,0
2018-04-19,15921,Thu,Weekday,Fitbit,20.2,0
2018-04-20,19253,Fri,Weekday,Fitbit,19.8,0
2018-04-21,26742,Sat,Weekend,Fitbit,16.7,0
2018-04-22,10822,Sun,Weekend,Fitbit,19.3,0
2018-04-23,15641,Mon,Weekday,Fitbit,14.2,0
2018-04-24,15085,Tue,Weekday,Fitbit,12.4,0
2018-04-25,22858,Wed,Weekday,Fitbit,12.6,0
2018-04-26,13938,Thu,Weekday,Fitbit,10.2,0.5
2018-04-27,18212,Fri,Weekday,Fitbit,11.9,1.8
2018-04-28,13094,Sat,Weekend,Fitbit,12.7,0
2018-04-29,20959,Sun,Weekend,Fitbit,9.6,0
2018-04-30,12356,Mon,Weekday,Fitbit,9.1,26.9
2018-05-01,18919,Tue,Weekday,Fitbit,8.7,9.9
2018-05-02,13968,Wed,Weekday,Fitbit,11,0.5
2018-05-03,13653,Thu,Weekday,Fitbit,11.1,0.8
2018-05-04,18813,Fri,Weekday,Fitbit,12,0
2018-05-05,17912,Sat,Weekend,Fitbit,15.3,0
2018-05-06,12018,Sun,Weekend,Fitbit,18.1,0
2018-05-07,15494,Mon,Weekday,Fitbit,19.5,0
2018-05-08,14339,Tue,Weekday,Fitbit,20.3,0
2018-05-09,11496,Wed,Weekday,Fitbit,17.8,0
2018-05-10,7467,Thu,Weekday,Fitbit,12.6,0
2018-05-11,14814,Fri,Weekday,Fitbit,12.9,0
2018-05-12,19159,Sat,Weekend,Fitbit,17.4,0
2018-05-13,11689,Sun,Weekend,Fitbit,12.2,0
2018-05-14,13154,Mon,Weekday,Fitbit,13.3,1.8
2018-05-15,14810,Tue,Weekday,Fitbit,17.4,0
2018-05-16,16885,Wed,Weekday,Fitbit,15.2,0
2018-05-17,25744,Thu,Weekday,Fitbit,11.9,0.3
2018-05-18,19460,Fri,Weekday,Fitbit,10.4,0
2018-05-19,16464,Sat,Weekend,Fitbit,10,0
2018-05-20,15675,Sun,Weekend,Fitbit,14.6,0
2018-05-21,10885,Mon,Weekday,Fitbit,17.1,0.3
2018-05-22,15496,Tue,Weekday,Fitbit,16.8,2.3
2018-05-23,7522,Wed,Weekday,Fitbit,17.4,5.8
2018-05-24,7896,Thu,Weekday,Fitbit,17.5,13.7
2018-05-25,20364,Fri,Weekday,Fitbit,19.4,51.3
2018-05-26,17242,Sat,Weekend,Fitbit,21.9,0
2018-05-27,18156,Sun,Weekend,Fitbit,21.7,0
2018-05-28,12290,Mon,Weekday,Fitbit,22.5,1
2018-05-29,14831,Tue,Weekday,Fitbit,20.7,0
2018-05-30,15008,Wed,Weekday,Fitbit,21.2,0
2018-05-31,14113,Thu,Weekday,Fitbit,20.8,0
2018-06-01,18383,Fri,Weekday,Fitbit,17.7,1.8
2018-06-02,25212,Sat,Weekend,Fitbit,16.8,8.6
2018-06-03,12124,Sun,Weekend,Fitbit,18.8,0
2018-06-04,12591,Mon,Weekday,Fitbit,19.2,0
2018-06-05,0,Tue,Weekday,Fitbit,16.3,0
2018-06-06,16013,Wed,Weekday,Fitbit,19.8,0
2018-06-07,11691,Thu,Weekday,Fitbit,20.2,0
2018-06-08,14787,Fri,Weekday,Fitbit,18.3,3.3
2018-06-09,22668,Sat,Weekend,Fitbit,19.2,0.3
2018-06-10,12385,Sun,Weekend,Fitbit,19.8,0
2018-06-11,14029,Mon,Weekday,Fitbit,17.9,0
2018-06-12,14088,Tue,Weekday,Fitbit,14.9,0.3
2018-06-13,11890,Wed,Weekday,Fitbit,14.2,0
2018-06-14,13030,Thu,Weekday,Fitbit,15.3,0
2018-06-15,13453,Fri,Weekday,Fitbit,17.3,0
2018-06-16,16319,Sat,Weekend,Fitbit,16.7,0
2018-06-17,6180,Sun,Weekend,Fitbit,15.9,0
2018-06-18,9375,Mon,Weekday,Fitbit,17.2,0
2018-06-19,6973,Tue,Weekday,Fitbit,17.7,0
2018-06-20,10672,Wed,Weekday,Fitbit,21,0
2018-06-21,13668,Thu,Weekday,Fitbit,14.7,0
2018-06-22,10671,Fri,Weekday,Fitbit,12.8,0
2018-06-23,20188,Sat,Weekend,Fitbit,14.6,0
2018-06-24,14149,Sun,Weekend,Fitbit,15.1,0
2018-06-25,20927,Mon,Weekday,Fitbit,17,0
2018-06-26,19081,Tue,Weekday,Fitbit,16.8,0
2018-06-27,12148,Wed,Weekday,Fitbit,19.3,0
2018-06-28,19003,Thu,Weekday,Fitbit,21,0
2018-06-29,26533,Fri,Weekday,Fitbit,21.4,0
2018-06-30,15886,Sat,Weekend,Fitbit,21.5,0
2018-07-01,16329,Sun,Weekend,Fitbit,22.3,0
2018-07-02,14067,Mon,Weekday,Fitbit,20.9,0
2018-07-03,17631,Tue,Weekday,Fitbit,21.4,0
2018-07-04,17100,Wed,Weekday,Fitbit,21.6,0
2018-07-05,12990,Thu,Weekday,Fitbit,20.6,1.5
2018-07-06,16157,Fri,Weekday,Fitbit,21.3,0
2018-07-07,15743,Sat,Weekend,Fitbit,21.2,0
2018-07-08,8009,Sun,Weekend,Fitbit,19.9,0
2018-07-09,11578,Mon,Weekday,Fitbit,19,0
2018-07-10,12262,Tue,Weekday,Fitbit,15.2,0
2018-07-11,14228,Wed,Weekday,Fitbit,17.4,0.3
2018-07-12,12061,Thu,Weekday,Fitbit,19.1,0
2018-07-13,12977,Fri,Weekday,Fitbit,19,0
2018-07-14,4977,Sat,Weekend,Fitbit,20.3,0
2018-07-15,11576,Sun,Weekend,Fitbit,22.1,4.1
2018-07-16,12397,Mon,Weekday,Fitbit,22.4,0
2018-07-17,16440,Tue,Weekday,Fitbit,20.6,0
2018-07-18,9185,Wed,Weekday,Fitbit,19.2,0.3
2018-07-19,12629,Thu,Weekday,Fitbit,20.1,0
2018-07-20,9352,Fri,Weekday,Fitbit,19.8,0
2018-07-21,14355,Sat,Weekend,Fitbit,21.1,0
2018-07-22,13579,Sun,Weekend,Fitbit,21.4,0
2018-07-23,20407,Mon,Weekday,Fitbit,24.3,0
2018-07-24,25633,Tue,Weekday,Fitbit,24.8,0
2018-07-25,18352,Wed,Weekday,Fitbit,26.1,0
2018-07-26,14507,Thu,Weekday,Fitbit,24.8,0
2018-07-27,13416,Fri,Weekday,Fitbit,26.6,28.7
2018-07-28,17384,Sat,Weekend,Fitbit,21.1,0
2018-07-29,10269,Sun,Weekend,Fitbit,21.4,2.8
2018-07-30,14652,Mon,Weekday,Fitbit,23.4,0
2018-07-31,6720,Tue,Weekday,Fitbit,22.4,0
2018-08-01,17270,Wed,Weekday,Fitbit,21.7,0
2018-08-02,15552,Thu,Weekday,Fitbit,22.8,0
2018-08-03,12963,Fri,Weekday,Fitbit,24.6,0
2018-08-04,29876,Sat,Weekend,Fitbit,23.1,0
2018-08-05,14329,Sun,Weekend,Fitbit,21.3,0
2018-08-06,12503,Mon,Weekday,Fitbit,24.4,0
2018-08-07,13864,Tue,Weekday,Fitbit,26.7,0
2018-08-08,15671,Wed,Weekday,Fitbit,19.6,1.5
2018-08-09,15744,Thu,Weekday,Fitbit,17.1,3.3
2018-08-10,15429,Fri,Weekday,Fitbit,17.4,1.8
2018-08-11,14654,Sat,Weekend,Fitbit,16.8,4.3
2018-08-12,2751,Sun,Weekend,Fitbit,21.3,0
2018-08-13,11380,Mon,Weekday,Fitbit,18.3,7.1
2018-08-14,14911,Tue,Weekday,Fitbit,18.6,3.3
2018-08-15,30791,Wed,Weekday,Fitbit,18.2,0
2018-08-16,15395,Thu,Weekday,Fitbit,20,0
2018-08-17,14892,Fri,Weekday,Fitbit,17.6,1
2018-08-18,11683,Sat,Weekend,Fitbit,17.3,25.9
2018-08-19,11854,Sun,Weekend,Fitbit,19.2,0
2018-08-20,14513,Mon,Weekday,Fitbit,20.2,0
2018-08-21,14958,Tue,Weekday,Fitbit,21.2,0
2018-08-22,9571,Wed,Weekday,Fitbit,20.3,0
2018-08-23,14532,Thu,Weekday,Fitbit,18.4,0
2018-08-24,21478,Fri,Weekday,Fitbit,16.5,0.8
2018-08-25,11877,Sat,Weekend,Fitbit,13.3,1
2018-08-26,16363,Sun,Weekend,Fitbit,14.2,2
2018-08-27,18276,Mon,Weekday,Fitbit,16.8,3.3
2018-08-28,12014,Tue,Weekday,Fitbit,17,1.5
2018-08-29,12964,Wed,Weekday,Fitbit,15.7,0
2018-08-30,14426,Thu,Weekday,Fitbit,15.9,2.8
2018-08-31,20555,Fri,Weekday,Fitbit,14.3,3.3
2018-09-01,15254,Sat,Weekend,Fitbit,14.2,0
2018-09-02,14615,Sun,Weekend,Fitbit,15.6,0
2018-09-03,11422,Mon,Weekday,Fitbit,17,0
2018-09-04,16139,Tue,Weekday,Fitbit,19.4,0
2018-09-05,11666,Wed,Weekday,Fitbit,19.9,0
2018-09-06,15764,Thu,Weekday,Fitbit,17.8,0.3
2018-09-07,17324,Fri,Weekday,Fitbit,14.7,0.3
2018-09-08,15421,Sat,Weekend,Fitbit,14.7,1.3
2018-09-09,6499,Sun,Weekend,Fitbit,18.3,0
2018-09-10,15928,Mon,Weekday,Fitbit,17.9,0
2018-09-11,21757,Tue,Weekday,Fitbit,20.1,0
2018-09-12,17431,Wed,Weekday,Fitbit,15.8,0
2018-09-13,17526,Thu,Weekday,Fitbit,14.6,1
2018-09-14,17867,Fri,Weekday,Fitbit,13.6,0.3
2018-09-15,15779,Sat,Weekend,Fitbit,15.2,0
2018-09-16,14983,Sun,Weekend,Fitbit,16.6,0
2018-09-17,14519,Mon,Weekday,Fitbit,19.6,0
2018-09-18,13367,Tue,Weekday,Fitbit,20.7,0
2018-09-19,16547,Wed,Weekday,Fitbit,19.3,0
2018-09-20,14030,Thu,Weekday,Fitbit,19.6,0
2018-09-21,20558,Fri,Weekday,Fitbit,16.1,0
2018-09-22,30117,Sat,Weekend,Fitbit,12.2,1.5
2018-09-23,11790,Sun,Weekend,Fitbit,10.6,5.1
2018-09-24,15168,Mon,Weekday,Fitbit,9.7,18.5
2018-09-25,16324,Tue,Weekday,Fitbit,9.8,2.8
2018-09-26,19017,Wed,Weekday,Fitbit,11.5,0
2018-09-27,17651,Thu,Weekday,Fitbit,13.4,0
2018-09-28,22106,Fri,Weekday,Fitbit,11.4,0
2018-09-29,23732,Sat,Weekend,Fitbit,8.9,0
2018-09-30,10130,Sun,Weekend,Fitbit,9.8,0
2018-10-01,14276,Mon,Weekday,Fitbit,9.7,0.3
2018-10-02,12735,Tue,Weekday,Fitbit,11.9,1.5
2018-10-03,16631,Wed,Weekday,Fitbit,13.1,0.8
2018-10-04,12443,Thu,Weekday,Fitbit,14.3,0
2018-10-05,40461,Fri,Weekday,Fitbit,13.9,0
2018-10-06,32612,Sat,Weekend,Fitbit,16.4,0
2018-10-07,18898,Sun,Weekend,Fitbit,11.8,0.8
2018-10-08,11684,Mon,Weekday,Fitbit,9.7,0
2018-10-09,11646,Tue,Weekday,Fitbit,12.4,0
2018-10-10,14984,Wed,Weekday,Fitbit,15.3,34.5
2018-10-11,15822,Thu,Weekday,Fitbit,19.1,0
2018-10-12,18883,Fri,Weekday,Fitbit,18.1,2.3
2018-10-13,19149,Sat,Weekend,Fitbit,19.4,0
2018-10-14,10574,Sun,Weekend,Fitbit,18.9,0
2018-10-15,15096,Mon,Weekday,Fitbit,18,0
2018-10-16,8458,Tue,Weekday,Fitbit,16.6,0
2018-10-17,18110,Wed,Weekday,Fitbit,14.4,0
