date,daily_total,dow,week_weekend,device,temp,prcp
2016-05-20,30342,Fri,Weekday,Accupedo,14.1,0
2016-05-21,20551,Sat,Weekend,Accupedo,18,0.3
2016-05-22,22463,Sun,Weekend,Accupedo,15.9,0.3
2016-05-23,17920,Mon,Weekday,Accupedo,11.7,4.3
2016-05-24,28046,Tue,Weekday,Accupedo,11.1,14
2016-05-25,24663,Wed,Weekday,Accupedo,11.6,0
2016-05-26,26896,Thu,Weekday,Accupedo,15.4,0
2016-05-27,21707,Fri,Weekday,Accupedo,17.1,0
2016-05-28,27601,Sat,Weekend,Accupedo,17.1,3.3
2016-05-29,19585,Sun,Weekend,Accupedo,16.1,0
2016-05-30,23597,Mon,Weekday,Accupedo,14.2,2.3
2016-05-31,23597,Tue,Weekday,Accupedo,15.9,37.6
2016-06-01,19700,Wed,Weekday,Accupedo,14.8,0.5
2016-06-02,23238,Thu,Weekday,Accupedo,14.1,5.1
2016-06-03,26279,Fri,Weekday,Accupedo,14.5,2
2016-06-04,29882,Sat,Weekend,Accupedo,14.5,3.3
2016-06-05,12512,Sun,Weekend,Accupedo,18.1,2.5
2016-06-06,30870,Mon,Weekday,Accupedo,19.6,1.3
2016-06-07,26175,Tue,Weekday,Accupedo,20.2,0
2016-06-08,24228,Wed,Weekday,Accupedo,17.7,11.2
2016-06-09,31697,Thu,Weekday,Accupedo,15.9,0
2016-06-10,32174,Fri,Weekday,Accupedo,16.6,0
2016-06-11,12611,Sat,Weekend,Accupedo,17.2,0
2016-06-12,12703,Sun,Weekend,Accupedo,17.1,1
2016-06-13,21549,Mon,Weekday,Accupedo,15.6,7.6
2016-06-14,27682,Tue,Weekday,Accupedo,15.2,12.2
2016-06-15,22541,Wed,Weekday,Accupedo,13.9,0.5
2016-06-16,21295,Thu,Weekday,Accupedo,13.7,5.3
2016-06-17,23470,Fri,Weekday,Accupedo,14.5,2.3
2016-06-18,12830,Sat,Weekend,Accupedo,14.5,9.1
2016-06-19,17300,Sun,Weekend,Accupedo,14.4,4.8
2016-06-20,19876,Mon,Weekday,Accupedo,15.3,0
2016-06-21,22129,Tue,Weekday,Accupedo,17.2,7.6
2016-06-22,21905,Wed,Weekday,Accupedo,20.1,4.3
2016-06-23,27153,Thu,Weekday,Accupedo,23.1,0
2016-06-24,25478,Fri,Weekday,Accupedo,19.6,11.2
2016-06-25,10049,Sat,Weekend,Accupedo,14.9,0
2016-06-26,10433,Sun,Weekend,Accupedo,14.3,2.8
2016-06-27,21907,Mon,Weekday,Accupedo,15.3,3.3
2016-06-28,23549,Tue,Weekday,Accupedo,16.9,1.3
2016-06-29,22629,Wed,Weekday,Accupedo,16,3.8
2016-06-30,26530,Thu,Weekday,Accupedo,16.5,0.5
2016-07-01,24687,Fri,Weekday,Accupedo,17.2,1
2016-07-02,11928,Sat,Weekend,Accupedo,15,5.1
2016-07-03,22289,Sun,Weekend,Accupedo,14.8,1.5
2016-07-04,25552,Mon,Weekday,Accupedo,16.7,2
2016-07-05,15640,Tue,Weekday,Accupedo,16.4,0
2016-07-06,29434,Wed,Weekday,Accupedo,15.9,0.3
2016-07-07,14271,Thu,Weekday,Accupedo,17.4,0
2016-07-08,24255,Fri,Weekday,Accupedo,19.2,0
2016-07-09,16753,Sat,Weekend,Accupedo,19.9,0
2016-07-10,4046,Sun,Weekend,Accupedo,22.1,0
2016-07-11,16722,Mon,Weekday,Accupedo,18.4,0
2016-07-12,15745,Tue,Weekday,Accupedo,16.2,0
2016-07-13,28991,Wed,Weekday,Accupedo,13.8,6.1
2016-07-14,11477,Thu,Weekday,Accupedo,14.7,2.5
2016-07-15,34067,Fri,Weekday,Accupedo,16.2,1.8
2016-07-16,32771,Sat,Weekend,Accupedo,18.8,0
2016-07-17,31429,Sun,Weekend,Accupedo,20.4,0
2016-07-18,13465,Mon,Weekday,Accupedo,21.8,0
2016-07-19,41968,Tue,Weekday,Accupedo,24.2,0
2016-07-20,14687,Wed,Weekday,Accupedo,25.5,0
2016-07-21,17104,Thu,Weekday,Accupedo,21.4,0
2016-07-22,22222,Fri,Weekday,Accupedo,20.9,0
2016-07-23,22266,Sat,Weekend,Accupedo,19.9,11.7
2016-07-24,30131,Sun,Weekend,Accupedo,20.2,14.5
2016-07-25,21103,Mon,Weekday,Accupedo,19.7,0
2016-07-26,23710,Tue,Weekday,Accupedo,18.8,0
2016-07-27,23843,Wed,Weekday,Accupedo,18.3,0
2016-07-28,23737,Thu,Weekday,Accupedo,19.3,0
2016-07-29,14636,Fri,Weekday,Accupedo,19.1,2.8
2016-07-30,19916,Sat,Weekend,Accupedo,17.7,0.3
2016-07-31,21516,Sun,Weekend,Accupedo,17.2,0
2016-08-01,24752,Mon,Weekday,Accupedo,16.4,1
2016-08-02,15020,Tue,Weekday,Accupedo,16.4,1.5
2016-08-03,15482,Wed,Weekday,Accupedo,18,12.4
2016-08-04,22589,Thu,Weekday,Accupedo,17,13.5
2016-08-05,24796,Fri,Weekday,Accupedo,16.6,0
2016-08-06,21997,Sat,Weekend,Accupedo,16.5,1.3
2016-08-07,6931,Sun,Weekend,Accupedo,19.2,0
2016-08-08,32275,Mon,Weekday,Accupedo,17.2,0
2016-08-09,23548,Tue,Weekday,Accupedo,14.8,0
2016-08-10,29644,Wed,Weekday,Accupedo,12.5,0
2016-08-11,26718,Thu,Weekday,Accupedo,13,0.8
2016-08-12,20303,Fri,Weekday,Accupedo,18.4,4.1
2016-08-13,28464,Sat,Weekend,Accupedo,18,0
2016-08-14,29597,Sun,Weekend,Accupedo,17.3,0
2016-08-15,9342,Mon,Weekday,Accupedo,16.9,0
2016-08-16,22736,Tue,Weekday,Accupedo,16.6,0
2016-08-17,21684,Wed,Weekday,Accupedo,18.1,0
2016-08-18,23714,Thu,Weekday,Accupedo,18.2,0
2016-08-19,24730,Fri,Weekday,Accupedo,18.3,0
2016-08-20,10189,Sat,Weekend,Accupedo,18.4,0.3
2016-08-21,13915,Sun,Weekend,Accupedo,15.7,5.1
2016-08-22,19740,Mon,Weekday,Accupedo,18.4,19.8
2016-08-23,23089,Tue,Weekday,Accupedo,21.4,0.8
2016-08-24,26255,Wed,Weekday,Accupedo,24.6,0
2016-08-25,20593,Thu,Weekday,Accupedo,25.6,0
2016-08-26,24015,Fri,Weekday,Accupedo,23.1,0
2016-08-27,24561,Sat,Weekend,Accupedo,23.1,0
2016-08-28,22525,Sun,Weekend,Accupedo,21.4,0
2016-08-29,26648,Mon,Weekday,Accupedo,18.2,0
2016-08-30,27468,Tue,Weekday,Accupedo,17.4,2
2016-08-31,22195,Wed,Weekday,Accupedo,18.7,0
2016-09-01,25549,Thu,Weekday,Accupedo,17.6,0
2016-09-02,23243,Fri,Weekday,Accupedo,17,0
2016-09-03,17150,Sat,Weekend,Accupedo,18.2,0.3
2016-09-04,23730,Sun,Weekend,Accupedo,18.1,0
2016-09-05,20902,Mon,Weekday,Accupedo,18.1,2
2016-09-06,26471,Tue,Weekday,Accupedo,19.4,0
2016-09-07,23516,Wed,Weekday,Accupedo,20.4,0
2016-09-08,33032,Thu,Weekday,Accupedo,20.2,0.3
2016-09-09,30593,Fri,Weekday,Accupedo,17.4,0
2016-09-10,38730,Sat,Weekend,Accupedo,19.8,0.3
2016-09-11,22706,Sun,Weekend,Accupedo,19.8,0
2016-09-12,23830,Mon,Weekday,Accupedo,23.4,0.3
2016-09-13,26937,Tue,Weekday,Accupedo,25,0
2016-09-14,23593,Wed,Weekday,Accupedo,23.9,0
2016-09-15,23311,Thu,Weekday,Accupedo,19.7,0.5
2016-09-16,20826,Fri,Weekday,Accupedo,17.3,2
2016-09-17,15859,Sat,Weekend,Accupedo,17.1,0
2016-09-18,18703,Sun,Weekend,Accupedo,17.4,0.3
2016-09-19,20861,Mon,Weekday,Accupedo,15.9,0
2016-09-20,22240,Tue,Weekday,Accupedo,14.8,0
2016-09-21,19062,Wed,Weekday,Accupedo,16.2,0
2016-09-22,22346,Thu,Weekday,Accupedo,16.1,0
2016-09-23,19887,Fri,Weekday,Accupedo,15.4,0
2016-09-24,18795,Sat,Weekend,Accupedo,17.3,0
2016-09-25,14528,Sun,Weekend,Accupedo,16.4,0
2016-09-26,18730,Mon,Weekday,Accupedo,13.1,1.5
2016-09-27,20200,Tue,Weekday,Accupedo,14.6,0
2016-09-28,20205,Wed,Weekday,Accupedo,18.8,0
2016-09-29,20069,Thu,Weekday,Accupedo,16.6,0
2016-09-30,21274,Fri,Weekday,Accupedo,14.8,1.3
2016-10-01,22120,Sat,Weekend,Accupedo,13.1,0.3
2016-10-02,13913,Sun,Weekend,Accupedo,11.7,6.1
2016-10-03,20985,Mon,Weekday,Accupedo,12.7,5.8
2016-10-04,22789,Tue,Weekday,Accupedo,11.3,2.8
2016-10-05,14074,Wed,Weekday,Accupedo,9.2,0
2016-10-06,17782,Thu,Weekday,Accupedo,8,0
2016-10-07,17530,Fri,Weekday,Accupedo,10.6,0
2016-10-08,14588,Sat,Weekend,Accupedo,10.3,0
2016-10-09,4868,Sun,Weekend,Accupedo,8.3,0.3
2016-10-10,3010,Mon,Weekday,Accupedo,9.1,0
2016-10-11,11665,Tue,Weekday,Accupedo,7.6,0
2016-10-12,13306,Wed,Weekday,Accupedo,8.1,0
2016-10-13,7815,Thu,Weekday,Accupedo,7.9,1.8
2016-10-14,12483,Fri,Weekday,Accupedo,9.7,0
2016-10-15,11208,Sat,Weekend,Accupedo,11.8,3.8
2016-10-16,5510,Sun,Weekend,Accupedo,14.6,8.1
2016-10-17,18107,Mon,Weekday,Accupedo,12.4,0
2016-10-18,24324,Tue,Weekday,Accupedo,10.6,0
2016-10-19,11436,Wed,Weekday,Accupedo,9.1,2.8
2016-10-20,14847,Thu,Weekday,Accupedo,9.6,5.1
2016-10-21,21022,Fri,Weekday,Accupedo,7.3,0.5
2016-10-22,5458,Sat,Weekend,Accupedo,7.9,0
2016-10-23,5636,Sun,Weekend,Accupedo,3.9,0
2016-10-24,21356,Mon,Weekday,Accupedo,8.2,0
2016-10-25,14677,Tue,Weekday,Accupedo,9.6,0
2016-10-26,11722,Wed,Weekday,Accupedo,8.1,0
2016-10-27,11955,Thu,Weekday,Accupedo,11.1,0
2016-10-28,17815,Fri,Weekday,Accupedo,12.6,0
2016-10-29,17903,Sat,Weekend,Accupedo,12.1,0
2016-10-30,17330,Sun,Weekend,Accupedo,9.6,0
2016-10-31,19746,Mon,Weekday,Accupedo,10.7,0
2016-11-01,17169,Tue,Weekday,Accupedo,10.3,0
2016-11-02,17914,Wed,Weekday,Accupedo,8.1,0
2016-11-03,20096,Thu,Weekday,Accupedo,7.2,1
2016-11-04,16724,Fri,Weekday,Accupedo,7.1,0.3
2016-11-05,11064,Sat,Weekend,Accupedo,7.6,0.5
2016-11-06,3535,Sun,Weekend,Accupedo,5.6,1
2016-11-07,15540,Mon,Weekday,Accupedo,4.6,0.3
2016-11-08,21815,Tue,Weekday,Accupedo,3.2,3.8
2016-11-09,13638,Wed,Weekday,Accupedo,4.2,0
2016-11-10,16540,Thu,Weekday,Accupedo,7.1,14.7
2016-11-11,12857,Fri,Weekday,Accupedo,3.3,5.1
2016-11-12,16719,Sat,Weekend,Accupedo,2.3,0
2016-11-13,8244,Sun,Weekend,Accupedo,4.8,1
2016-11-14,20551,Mon,Weekday,Accupedo,4.8,1.3
2016-11-15,18945,Tue,Weekday,Accupedo,9.6,1
2016-11-16,16687,Wed,Weekday,Accupedo,12.2,1.5
2016-11-17,17253,Thu,Weekday,Accupedo,10.5,13.5
2016-11-18,19896,Fri,Weekday,Accupedo,6.3,4.8
2016-11-19,26612,Sat,Weekend,Accupedo,5.9,25.9
2016-11-20,15300,Sun,Weekend,Accupedo,9.6,0
2016-11-21,20529,Mon,Weekday,Accupedo,12.3,6.3
2016-11-22,21019,Tue,Weekday,Accupedo,10.7,2.8
2016-11-23,18650,Wed,Weekday,Accupedo,9.1,0
2016-11-24,13027,Thu,Weekday,Accupedo,8.3,0
2016-11-25,18340,Fri,Weekday,Accupedo,4.3,0
2016-11-26,29239,Sat,Weekend,Accupedo,4.3,0
2016-11-27,13092,Sun,Weekend,Accupedo,4.8,0
2016-11-28,14691,Mon,Weekday,Accupedo,1,0.3
2016-11-29,21751,Tue,Weekday,Accupedo,-1.4,0
2016-11-30,13959,Wed,Weekday,Accupedo,0.3,0
2016-12-01,15731,Thu,Weekday,Accupedo,3.9,0
2016-12-02,13013,Fri,Weekday,Accupedo,6.7,0
2016-12-03,18128,Sat,Weekend,Accupedo,0.9,0.3
2016-12-04,14060,Sun,Weekend,Accupedo,-0.5,0
2016-12-05,23187,Mon,Weekday,Accupedo,0.4,0
2016-12-06,20573,Tue,Weekday,Accupedo,3.1,0
2016-12-07,17652,Wed,Weekday,Accupedo,7.2,0
2016-12-08,20871,Thu,Weekday,Accupedo,7.3,0
2016-12-09,25290,Fri,Weekday,Accupedo,8.8,0
2016-12-10,17175,Sat,Weekend,Accupedo,7.4,0.8
2016-12-11,12136,Sun,Weekend,Accupedo,7.9,1.3
2016-12-12,20471,Mon,Weekday,Accupedo,6.2,2
2016-12-13,21234,Tue,Weekday,Accupedo,6.5,0.5
2016-12-14,18560,Wed,Weekday,Accupedo,7.6,1.5
2016-12-15,19813,Thu,Weekday,Accupedo,5.6,0
2016-12-16,25021,Fri,Weekday,Accupedo,6.8,0
2016-12-17,14942,Sat,Weekend,Accupedo,5.1,0
2016-12-18,13204,Sun,Weekend,Accupedo,6.4,0
2016-12-19,17751,Mon,Weekday,Accupedo,5.5,0.3
2016-12-20,22158,Tue,Weekday,Accupedo,0.6,0
2016-12-21,18718,Wed,Weekday,Accupedo,4,0
2016-12-22,18516,Thu,Weekday,Accupedo,5.9,4.1
2016-12-23,17172,Fri,Weekday,Accupedo,5.5,6.1
2016-12-24,14619,Sat,Weekend,Accupedo,7.6,0.3
2016-12-25,19469,Sun,Weekend,Accupedo,9.2,1
2016-12-26,14865,Mon,Weekday,Accupedo,7.5,0.3
2016-12-27,12581,Tue,Weekday,Accupedo,3.9,3.8
2016-12-28,18846,Wed,Weekday,Accupedo,1.3,0
2016-12-29,19145,Thu,Weekday,Accupedo,-1.6,0
2016-12-30,23134,Fri,Weekday,Accupedo,-0.5,0
2016-12-31,16174,Sat,Weekend,Accupedo,-2.2,0
2017-01-01,10384,Sun,Weekend,Accupedo,-1.6,0
2017-01-02,21908,Mon,Weekday,Accupedo,1.1,1.5
2017-01-03,18402,Tue,Weekday,Accupedo,1.6,1
2017-01-04,16738,Wed,Weekday,Accupedo,3.9,0
2017-01-05,17816,Thu,Weekday,Accupedo,1.1,3.3
2017-01-06,15741,Fri,Weekday,Accupedo,-2.6,0
2017-01-07,20915,Sat,Weekend,Accupedo,-1.1,0
2017-01-08,9228,Sun,Weekend,Accupedo,2.9,2.3
2017-01-09,18360,Mon,Weekday,Accupedo,4.4,0
2017-01-10,22697,Tue,Weekday,Accupedo,4.9,4.1
2017-01-11,20824,Wed,Weekday,Accupedo,6.4,1
2017-01-12,21844,Thu,Weekday,Accupedo,4.9,1.8
2017-01-13,28353,Fri,Weekday,Accupedo,1.9,11.9
2017-01-14,7610,Sat,Weekend,Accupedo,1.3,11.7
2017-01-15,18422,Sun,Weekend,Accupedo,1,7.4
2017-01-16,19984,Mon,Weekday,Accupedo,0.6,0.3
2017-01-17,26981,Tue,Weekday,Accupedo,-2.4,0
2017-01-18,21099,Wed,Weekday,Accupedo,-3.2,0
2017-01-19,25777,Thu,Weekday,Accupedo,-1.9,0
2017-01-20,27399,Fri,Weekday,Accupedo,-0.9,0
2017-01-21,28083,Sat,Weekend,Accupedo,-1.2,0
2017-01-22,10523,Sun,Weekend,Accupedo,-1.4,0
2017-01-23,22306,Mon,Weekday,Accupedo,0.8,0
2017-01-24,22825,Tue,Weekday,Accupedo,0.8,0
2017-01-25,22481,Wed,Weekday,Accupedo,-1.4,1.8
2017-01-26,21098,Thu,Weekday,Accupedo,-2.2,0
2017-01-27,28533,Fri,Weekday,Accupedo,1.8,0
2017-01-28,17922,Sat,Weekend,Accupedo,7.2,0
2017-01-29,14900,Sun,Weekend,Accupedo,4.6,0
2017-01-30,31547,Mon,Weekday,Accupedo,5.9,5.6
2017-01-31,20088,Tue,Weekday,Accupedo,2.2,2.3
2017-02-01,20335,Wed,Weekday,Accupedo,5.6,0
2017-02-02,17318,Thu,Weekday,Accupedo,9.9,0
2017-02-03,20807,Fri,Weekday,Accupedo,9.1,0
2017-02-04,19395,Sat,Weekend,Accupedo,5.4,0.3
2017-02-05,4599,Sun,Weekend,Accupedo,5.2,3.8
2017-02-06,19672,Mon,Weekday,Accupedo,5.4,1.5
2017-02-07,22405,Tue,Weekday,Accupedo,5.1,0
2017-02-08,17645,Wed,Weekday,Accupedo,3.3,2.3
2017-02-09,22793,Thu,Weekday,Accupedo,0.7,1.5
2017-02-10,29330,Fri,Weekday,Accupedo,-1.4,0
2017-02-11,8156,Sat,Weekend,Accupedo,-0.4,0
2017-02-12,16562,Sun,Weekend,Accupedo,2.8,0.5
2017-02-13,20824,Mon,Weekday,Accupedo,3.7,0
2017-02-14,22275,Tue,Weekday,Accupedo,5.9,0
2017-02-15,14580,Wed,Weekday,Accupedo,9.7,0
2017-02-16,26393,Thu,Weekday,Accupedo,8,0
2017-02-17,20232,Fri,Weekday,Accupedo,7,0
2017-02-18,13800,Sat,Weekend,Accupedo,6.7,0.8
2017-02-19,15387,Sun,Weekend,Accupedo,5.9,0
2017-02-20,21303,Mon,Weekday,Accupedo,9.1,0
2017-02-21,26321,Tue,Weekday,Accupedo,10.2,0.5
2017-02-22,16206,Wed,Weekday,Accupedo,9.9,3.3
2017-02-23,22400,Thu,Weekday,Accupedo,8.9,7.6
2017-02-24,19249,Fri,Weekday,Accupedo,4.8,1.5
2017-02-25,10842,Sat,Weekend,Accupedo,5.3,2.3
2017-02-26,19189,Sun,Weekend,Accupedo,8.6,0
2017-02-27,24783,Mon,Weekday,Accupedo,9.3,0
2017-02-28,26345,Tue,Weekday,Accupedo,5.2,6.9
2017-03-01,11310,Wed,Weekday,Accupedo,6.8,3.6
2017-03-02,26237,Thu,Weekday,Accupedo,7.2,3.8
2017-03-03,10632,Fri,Weekday,Accupedo,7.9,0.5
2017-03-04,9704,Sat,Weekend,Accupedo,9.6,0
2017-03-05,5683,Sun,Weekend,Accupedo,6.5,1
2017-03-06,19964,Mon,Weekday,Accupedo,5.9,4.8
2017-03-07,20615,Tue,Weekday,Accupedo,6.3,2
2017-03-08,14591,Wed,Weekday,Accupedo,7.7,2.5
2017-03-09,20621,Thu,Weekday,Accupedo,10.3,10.2
2017-03-10,21611,Fri,Weekday,Accupedo,6.4,0.5
2017-03-11,31776,Sat,Weekend,Accupedo,7.8,0
2017-03-12,9954,Sun,Weekend,Accupedo,9.3,0
2017-03-13,19727,Mon,Weekday,Accupedo,7.8,0
2017-03-14,23315,Tue,Weekday,Accupedo,8.7,0
2017-03-15,18878,Wed,Weekday,Accupedo,11.2,0
2017-03-16,24402,Thu,Weekday,Accupedo,10.8,0
2017-03-17,26181,Fri,Weekday,Accupedo,9.1,0
2017-03-18,12273,Sat,Weekend,Accupedo,10.2,1
2017-03-19,15508,Sun,Weekend,Accupedo,10.9,9.1
2017-03-20,21069,Mon,Weekday,Accupedo,10.6,0
2017-03-21,14099,Tue,Weekday,Accupedo,8.1,0.5
2017-03-22,2623,Wed,Weekday,Accupedo,6.7,0
2017-03-23,9277,Thu,Weekday,Accupedo,8.6,0
2017-03-24,19790,Fri,Weekday,Accupedo,8.5,0
2017-03-25,22765,Sat,Weekend,Accupedo,8.9,0
2017-03-26,11802,Sun,Weekend,Accupedo,8.9,0
2017-03-27,26973,Mon,Weekday,Accupedo,11,0
2017-03-28,21595,Tue,Weekday,Accupedo,12.7,0
2017-03-29,11903,Wed,Weekday,Accupedo,12.4,0
2017-03-30,9194,Thu,Weekday,Accupedo,16,0
2017-03-31,26286,Fri,Weekday,Accupedo,15.4,0
2017-04-01,20063,Sat,Weekend,Accupedo,11,0
2017-04-02,11070,Sun,Weekend,Accupedo,10.7,2.8
2017-04-03,23198,Mon,Weekday,Accupedo,8.4,0
2017-04-04,31904,Tue,Weekday,Accupedo,10.1,0
2017-04-05,21068,Wed,Weekday,Accupedo,8.6,0
2017-04-06,24938,Thu,Weekday,Accupedo,7.3,0
2017-04-07,21059,Fri,Weekday,Accupedo,8.5,0
2017-04-08,23534,Sat,Weekend,Accupedo,10.6,0
2017-04-09,18292,Sun,Weekend,Accupedo,13.8,0
2017-04-10,17944,Mon,Weekday,Accupedo,10.1,0
2017-04-11,17616,Tue,Weekday,Accupedo,9.1,0
2017-04-12,21659,Wed,Weekday,Accupedo,9.9,0
2017-04-13,18202,Thu,Weekday,Accupedo,9,0
2017-04-14,10285,Fri,Weekday,Accupedo,8.2,0
2017-04-15,11311,Sat,Weekend,Accupedo,8.7,0
2017-04-16,12510,Sun,Weekend,Accupedo,8.3,2.3
2017-04-17,11225,Mon,Weekday,Accupedo,7.6,0.8
2017-04-18,19274,Tue,Weekday,Accupedo,5.1,5.8
2017-04-19,12706,Wed,Weekday,Accupedo,4,1.8
2017-04-20,16624,Thu,Weekday,Accupedo,5.1,0
2017-04-21,21483,Fri,Weekday,Accupedo,10.2,0
2017-04-22,29763,Sat,Weekend,Accupedo,8.8,0
2017-04-23,5510,Sun,Weekend,Accupedo,7,0.5
2017-04-24,16208,Mon,Weekday,Accupedo,9.6,0
2017-04-25,17075,Tue,Weekday,Accupedo,6.2,0.8
2017-04-26,1088,Wed,Weekday,Accupedo,5,1.3
2017-04-27,5738,Thu,Weekday,Accupedo,5.3,3.8
2017-04-28,1815,Fri,Weekday,Accupedo,7.2,0
2017-04-29,12349,Sat,Weekend,Accupedo,8.6,0
2017-04-30,14216,Sun,Weekend,Accupedo,12.9,0
2017-05-01,8234,Mon,Weekday,Accupedo,11,0
2017-05-02,9309,Tue,Weekday,Accupedo,8.9,0
2017-05-03,11232,Wed,Weekday,Accupedo,9.5,3.3
2017-05-04,16013,Thu,Weekday,Accupedo,10.7,9.9
2017-05-05,14770,Fri,Weekday,Accupedo,9.2,0.8
2017-05-06,14013,Sat,Weekend,Accupedo,12.7,0
2017-05-07,9893,Sun,Weekend,Accupedo,10.9,0
2017-05-08,16670,Mon,Weekday,Accupedo,9.2,0
2017-05-09,6744,Tue,Weekday,Accupedo,8.4,0.3
2017-05-10,8917,Wed,Weekday,Accupedo,10.9,0
2017-05-11,20085,Thu,Weekday,Accupedo,13.9,0
2017-05-12,24010,Fri,Weekday,Accupedo,15.8,14.5
2017-05-13,17443,Sat,Weekend,Accupedo,14.4,3.6
2017-05-14,12727,Sun,Weekend,Accupedo,14.3,0
2017-05-15,18588,Mon,Weekday,Accupedo,15.1,0
2017-05-16,21601,Tue,Weekday,Accupedo,20.7,0
2017-05-17,16591,Wed,Weekday,Accupedo,21.7,0
2017-05-18,16323,Thu,Weekday,Accupedo,16.8,0
2017-05-19,20992,Fri,Weekday,Accupedo,12.1,4.8
2017-05-20,8994,Sat,Weekend,Accupedo,11.5,4.1
2017-05-21,6124,Sun,Weekend,Accupedo,14.3,0
2017-05-22,20231,Mon,Weekday,Accupedo,17.7,0
2017-05-23,23060,Tue,Weekday,Accupedo,17.1,0
2017-05-24,24828,Wed,Weekday,Accupedo,16.8,0
2017-05-25,20265,Thu,Weekday,Accupedo,17.3,0
2017-05-26,13144,Fri,Weekday,Accupedo,20.2,0
2017-05-27,23490,Sat,Weekend,Accupedo,22.3,0
2017-05-28,14953,Sun,Weekend,Accupedo,20.9,0.5
2017-05-29,21714,Mon,Weekday,Accupedo,22.7,1.8
2017-05-30,21227,Tue,Weekday,Accupedo,18.3,0
2017-05-31,10403,Wed,Weekday,Accupedo,17.4,0
2017-06-01,12101,Thu,Weekday,Accupedo,18.7,0
2017-06-02,15821,Fri,Weekday,Accupedo,20.7,0
2017-06-03,22485,Sat,Weekend,Accupedo,18.7,0
2017-06-04,11467,Sun,Weekend,Accupedo,15.6,1.8
2017-06-05,9283,Mon,Weekday,Accupedo,16.5,0
2017-06-06,16543,Tue,Weekday,Accupedo,14.4,0
2017-06-07,20368,Wed,Weekday,Accupedo,14.4,4.6
2017-06-08,17335,Thu,Weekday,Accupedo,18.3,0.5
2017-06-09,18589,Fri,Weekday,Accupedo,16.9,0
2017-06-10,11568,Sat,Weekend,Accupedo,18.3,11.7
2017-06-11,8489,Sun,Weekend,Accupedo,21.7,0
2017-06-12,11276,Mon,Weekday,Accupedo,15.9,0
2017-06-13,10618,Tue,Weekday,Accupedo,16.6,0
2017-06-14,11129,Wed,Weekday,Accupedo,18.8,0
2017-06-15,9961,Thu,Weekday,Accupedo,21.5,0
2017-06-16,18452,Fri,Weekday,Accupedo,16.4,0
2017-06-17,14630,Sat,Weekend,Accupedo,19.1,0
2017-06-18,7436,Sun,Weekend,Accupedo,21.3,0
2017-06-19,21499,Mon,Weekday,Accupedo,23.9,0
2017-06-20,18583,Tue,Weekday,Accupedo,24,0
2017-06-21,14729,Wed,Weekday,Accupedo,24,0
2017-06-22,14396,Thu,Weekday,Accupedo,25.3,0
2017-06-23,19103,Fri,Weekday,Accupedo,19.3,0
2017-06-24,19406,Sat,Weekend,Accupedo,17.6,0
2017-06-25,8339,Sun,Weekend,Accupedo,18.4,0.5
2017-06-26,14027,Mon,Weekday,Accupedo,18.4,1
2017-06-27,14475,Tue,Weekday,Accupedo,16.3,0
2017-06-28,14134,Wed,Weekday,Accupedo,18.5,8.4
2017-06-29,14374,Thu,Weekday,Accupedo,17.3,1.3
2017-06-30,10178,Fri,Weekday,Accupedo,17.4,13.2
2017-07-01,11832,Sat,Weekend,Accupedo,15.3,0
2017-07-02,9195,Sun,Weekend,Accupedo,15.4,2
2017-07-03,15413,Mon,Weekday,Accupedo,17,0
2017-07-04,11605,Tue,Weekday,Accupedo,17.8,0
2017-07-05,17175,Wed,Weekday,Accupedo,20.1,0
2017-07-06,15708,Thu,Weekday,Accupedo,20.7,0
2017-07-07,18184,Fri,Weekday,Accupedo,22.6,1.8
2017-07-08,21386,Sat,Weekend,Accupedo,20.1,0
2017-07-09,28271,Sun,Weekend,Accupedo,18.9,0
2017-07-10,14476,Mon,Weekday,Accupedo,18.7,0
2017-07-11,12513,Tue,Weekday,Accupedo,17.8,1
2017-07-12,5045,Wed,Weekday,Accupedo,16.1,4.3
2017-07-13,14998,Thu,Weekday,Accupedo,15.8,8.6
2017-07-14,14319,Fri,Weekday,Accupedo,16.5,0
2017-07-15,10205,Sat,Weekend,Accupedo,17.5,1
2017-07-16,11813,Sun,Weekend,Accupedo,18.8,0
2017-07-17,9778,Mon,Weekday,Accupedo,19.2,0
2017-07-18,23479,Tue,Weekday,Accupedo,21.2,4.8
2017-07-19,15048,Wed,Weekday,Accupedo,23.5,0
2017-07-20,4869,Thu,Weekday,Accupedo,19.4,0.5
2017-07-21,18381,Fri,Weekday,Accupedo,18.8,12.7
2017-07-22,25390,Sat,Weekend,Accupedo,18.7,0
2017-07-23,14293,Sun,Weekend,Accupedo,15.6,5.1
2017-07-24,14034,Mon,Weekday,Accupedo,15.6,1
2017-07-25,7586,Tue,Weekday,Accupedo,16.4,4.8
2017-07-26,9868,Wed,Weekday,Accupedo,18.6,3.8
2017-07-27,7077,Thu,Weekday,Accupedo,18.1,5.6
2017-07-28,11964,Fri,Weekday,Accupedo,17.3,2.3
2017-07-29,19488,Sat,Weekend,Accupedo,21.3,0
2017-07-30,12696,Sun,Weekend,Accupedo,20.8,0
2017-07-31,12632,Mon,Weekday,Accupedo,18.8,0
2017-08-01,15291,Tue,Weekday,Accupedo,18.4,0
2017-08-02,15680,Wed,Weekday,Accupedo,18.1,0
2017-08-03,15090,Thu,Weekday,Accupedo,19.8,2
